cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,source_search_query,source_url,source_title,accessed_at_utc,scheduled_start_local,timezone_name,scheduled_start_utc,start_time_status,verifier_id,verification_note,exclusion_reason
1022371,2017-06-14,ICC Champions Trophy,champions_trophy,Sophia Gardens,Cardiff,England,Pakistan,"site:espncricinfo.com ""England"" ""Pakistan"" ""2017-06-14"" preview pitch conditions",https://www.icc-cricket.com/news/match-officials-appointments-for-semi-final-stage-announced,Match officials appointments for semi-final stage announced,2026-09-11T14:26:56Z,2017-06-14T10:30:00,Europe/London,2017-06-14T09:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1431088,2024-10-02,Ireland vs South Africa,other_odi,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,Ireland,"site:espncricinfo.com ""South Africa"" ""Ireland"" ""2024-10-02"" preview pitch conditions",https://www.crictracker.com/cricket-previews/ireland-vs-south-africa-match-preview-1st-odi/,"IRE vs SA Match Preview, 1st ODI: Head to Head records, pitch report and more",2026-09-11T14:26:56Z,2024-10-02T15:30:00,Asia/Dubai,2024-10-02T11:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1490232,2026-01-14,New Zealand tour of India,bilateral_series,"Niranjan Shah Stadium, Rajkot",Rajkot,India,New Zealand,"site:espncricinfo.com ""India"" ""New Zealand"" ""2026-01-14"" preview pitch conditions",https://www.business-standard.com/cricket/news/india-vs-new-zealand-2nd-odi-playing-11-match-timings-live-streaming-126011300666_1.html,"India vs New Zealand 2nd ODI: Playing 11, match timings, live streaming",2026-09-11T14:26:56Z,2026-01-14T13:30:00,Asia/Kolkata,2026-01-14T08:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1020037,2017-03-01,South Africa in New Zealand ODI Series,bilateral_series,Seddon Park,Hamilton,South Africa,New Zealand,"site:espncricinfo.com ""South Africa"" ""New Zealand"" ""2017-03-01"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/16677/new-zealand-vs-south-africa-4th-odi,"New Zealand vs South Africa, 4th ODI, South Africa tour of New Zealand, 2017",2026-09-11T14:26:56Z,2017-03-01T14:00:00,Pacific/Auckland,2017-03-01T01:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
932855,2016-06-11,West Indies Tri-Nation Series,multi_team_series,"Warner Park, Basseterre",St Kitts,Australia,South Africa,"site:espncricinfo.com ""Australia"" ""South Africa"" ""2016-06-11"" preview pitch conditions",https://www.cricket.com.au/news/3272889/history-points-to-runs-fest-in-st-kitts,History points to runs-fest in St Kitts,2026-09-11T14:26:56Z,2016-06-11T13:00:00,America/St_Kitts,2016-06-11T17:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1144485,2019-06-01,World Cup,world_cup,Sophia Gardens,Cardiff,Sri Lanka,New Zealand,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2019-06-01"" preview pitch conditions",https://www.icc-cricket.com/tournaments/cricketworldcup/news/confident-new-zealand-ready-to-kick-off-their-world-cup-campaign,Confident New Zealand ready to kick-off their World Cup campaign,2026-09-11T14:26:56Z,2019-06-01T10:30:00,Europe/London,2019-06-01T09:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1020013,2017-01-30,Chappell-Hadlee Trophy,other_odi,Eden Park,Auckland,New Zealand,Australia,"site:espncricinfo.com ""New Zealand"" ""Australia"" ""2017-01-30"" preview pitch conditions",https://www.cricket.com.au/news/3286641/australia-v-black-caps-all-you-need-to-know,Australia v Black Caps: All you need to know,2026-09-11T14:26:56Z,2017-01-30T11:00:00,Pacific/Auckland,2017-01-29T22:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1174239,2019-03-24,Australia tour of United Arab Emirates,bilateral_series,Sharjah Cricket Stadium,Sharjah,Pakistan,Australia,"site:espncricinfo.com ""Pakistan"" ""Australia"" ""2019-03-24"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/22374/pak-vs-aus-2nd-odi-pakistan-v-australia-in-uae-2019,"Pakistan vs Australia, 2nd ODI, Pakistan v Australia in UAE, 2019",2026-09-11T14:26:56Z,2019-03-24T15:00:00,Asia/Dubai,2019-03-24T11:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1203674,2020-01-09,Ireland tour of West Indies,bilateral_series,"Kensington Oval, Barbados",Bridgetown,Ireland,West Indies,"site:espncricinfo.com ""Ireland"" ""West Indies"" ""2020-01-09"" preview pitch conditions",https://cricketireland.ie/news/match-preview-ireland-v-west-indies-2nd-odi/,MATCH PREVIEW: Ireland v West Indies (2nd ODI),2026-09-11T14:44:20Z,2020-01-09T13:30:00,America/Barbados,2020-01-09T17:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1001371,2016-12-04,Chappell-Hadlee Trophy,other_odi,Sydney Cricket Ground,Unknown,Australia,New Zealand,"site:espncricinfo.com ""Australia"" ""New Zealand"" ""2016-12-04"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/16478/aus-vs-nz-1st-odi-new-zealand-tour-of-australia-2016,"Australia vs New Zealand, 1st ODI, New Zealand tour of Australia, 2016",2026-09-11T14:44:20Z,2016-12-04T14:20:00,Australia/Sydney,2016-12-04T03:20:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1507717,2026-01-24,England tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,England,"site:espncricinfo.com ""Sri Lanka"" ""England"" ""2026-01-24"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/133011/sl-vs-eng-2nd-odi-england-tour-of-sri-lanka-2026,"Sri Lanka vs England, 2nd ODI, England tour of Sri Lanka 2026",2026-09-11T14:44:20Z,2026-01-24T14:30:00,Asia/Colombo,2026-01-24T09:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1388393,2023-08-31,Asia Cup,continental_cup,Pallekele International Cricket Stadium,Kandy,Bangladesh,Sri Lanka,"site:espncricinfo.com ""Bangladesh"" ""Sri Lanka"" ""2023-08-31"" preview pitch conditions",https://www.icc-cricket.com/news/all-you-need-to-know-about-the-asia-cup-2023,All you need to know about the Asia Cup 2023,2026-09-11T14:44:20Z,2023-08-31T15:00:00,Asia/Colombo,2023-08-31T09:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1022351,2017-06-03,ICC Champions Trophy,champions_trophy,Kennington Oval,London,South Africa,Sri Lanka,"site:espncricinfo.com ""South Africa"" ""Sri Lanka"" ""2017-06-03"" preview pitch conditions",https://www.icc-cricket.com/news/icc-announces-umpire-and-match-referee-appointments-for-icc-champions-trophy-2017,ICC announces umpire and match referee appointments for ICC Champions Trophy 2017,2026-09-11T14:44:20Z,2017-06-03T10:30:00,Europe/London,2017-06-03T09:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1384422,2023-10-31,ICC Cricket World Cup,world_cup,"Eden Gardens, Kolkata",Kolkata,Bangladesh,Pakistan,"site:espncricinfo.com ""Bangladesh"" ""Pakistan"" ""2023-10-31"" preview pitch conditions",https://www.icc-cricket.com/news/icc-mens-cricket-world-cup-2023-schedule-announced,ICC Men’s Cricket World Cup 2023 schedule announced,2026-09-11T14:44:20Z,2023-10-31T14:00:00,Asia/Kolkata,2023-10-31T08:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1388403,2023-09-09,Asia Cup,continental_cup,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,Bangladesh,"site:espncricinfo.com ""Sri Lanka"" ""Bangladesh"" ""2023-09-09"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/78173/sl-vs-ban-super-fours-2nd-match-asia-cup-2023,"Sri Lanka vs Bangladesh, Super Fours, 2nd Match, Asia Cup 2023",2026-09-11T14:44:20Z,2023-09-09T15:00:00,Asia/Colombo,2023-09-09T09:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1276908,2022-07-14,India tour of England,bilateral_series,"Lord's, London",London,England,India,"site:espncricinfo.com ""England"" ""India"" ""2022-07-14"" preview pitch conditions",https://www.business-standard.com/article/sports/eng-vs-ind-2nd-odi-pitch-report-and-weather-update-of-lord-s-london-122071301195_1.html,"ENG vs IND 2nd ODI: Pitch Report and Weather Update of Lord's, London",2026-09-11T14:44:20Z,2022-07-14T13:00:00,Europe/London,2022-07-14T12:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1030219,2016-10-16,New Zealand in India ODI Series,bilateral_series,Himachal Pradesh Cricket Association Stadium,Dharmasala,New Zealand,India,"site:espncricinfo.com ""New Zealand"" ""India"" ""2016-10-16"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/16825/india-vs-new-zealand-1st-odi,"India vs New Zealand, 1st ODI, New Zealand tour of India, 2016",2026-09-11T14:44:20Z,2016-10-16T13:30:00,Asia/Kolkata,2016-10-16T08:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1466414,2025-02-19,ICC Champions Trophy,champions_trophy,"National Stadium, Karachi",Karachi,New Zealand,Pakistan,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2025-02-19"" preview pitch conditions",https://www.icc-cricket.com/media-releases/icc-men-s-champions-trophy-2025-schedule-announced,ICC Men’s Champions Trophy 2025 schedule announced,2026-09-11T14:44:20Z,2025-02-19T14:00:00,Asia/Karachi,2025-02-19T09:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1496581,2026-07-19,India tour of England,bilateral_series,"Lord's, London",London,England,India,"site:espncricinfo.com ""England"" ""India"" ""2026-07-19"" preview pitch conditions",https://www.cricbuzz.com/live-cricket-scorecard/129480/eng-vs-ind-3rd-odi-india-tour-of-england-2026,"England vs India, 3rd ODI, India tour of England, 2026",2026-09-11T23:39:43Z,2026-07-19T11:00:00,Europe/London,2026-07-19T10:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1496580,2026-07-16,India tour of England,bilateral_series,"Sophia Gardens, Cardiff",Cardiff,India,England,"site:espncricinfo.com ""India"" ""England"" ""2026-07-16"" preview pitch conditions",https://www.business-standard.com/amp/cricket/news/england-vs-india-2nd-odi-playing-11-live-time-ist-cardiff-stadium-stats-126071600275_1.html,"England vs India 2nd ODI Playing 11, live time (IST), Cardiff Stadium stats",2026-09-11T23:39:43Z,2026-07-16T13:00:00,Europe/London,2026-07-16T12:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1496579,2026-07-14,India tour of England,bilateral_series,"Edgbaston, Birmingham",Birmingham,England,India,"site:espncricinfo.com ""England"" ""India"" ""2026-07-14"" preview pitch conditions",https://www.cricbuzz.com/cricket-news/139539/eng-vs-ind-1st-odi-preview-rattled-india-seek-solace-in-odi-series-against-england,Rattled India seek solace in ODIs,2026-09-11T23:39:43Z,2026-07-14T11:00:00,Europe/London,2026-07-14T10:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1538298,2026-07-06,Bangladesh tour of Zimbabwe,bilateral_series,Harare Sports Club,Harare,Zimbabwe,Bangladesh,"site:espncricinfo.com ""Zimbabwe"" ""Bangladesh"" ""2026-07-06"" preview pitch conditions",https://www.cricbuzz.com/cricket-match-facts/158027/zim-vs-ban-1st-odi-bangladesh-tour-of-zimbabwe-2026,"Zimbabwe vs Bangladesh, 1st ODI, Bangladesh tour of Zimbabwe, 2026",2026-09-11T23:39:43Z,2026-07-06T09:30:00,Africa/Harare,2026-07-06T07:30:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
1532482,2026-06-14,Australia tour of Bangladesh,bilateral_series,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,Australia,"site:espncricinfo.com ""Bangladesh"" ""Australia"" ""2026-06-14"" preview pitch conditions",https://www.cricket.com.au/news/4514402/australia-v-bangladesh-odi-t20i-series-all-you-need-to-know-guide-tv-broadcast-schedule-live-scores-highlights-squad-changes-injuries,Bangladesh v Australia ODIs: All you need to know,2026-09-11T23:39:43Z,2026-06-14T11:00:00,Asia/Dhaka,2026-06-14T05:00:00Z,verified,ai_assisted_time_01,"Teams, date, venue, and scheduled start reconciled against the cited pre-match source or official schedule.",
