cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,espn_match_id_candidate,espn_legacy_match_url_candidate,espn_match_id_verified,espn_match_url_verified,espn_linkage_status,source_search_query,source_url,source_title,published_at_utc,accessed_at_utc,pre_match_verified,coder_id,coder_confidence,pitch_primary_category,batting_ease,pace_seam_support,spin_support,bounce_profile,two_paced_expected,dew_expected,short_paraphrased_note,exclusion_reason,sample_sequence
1203674,2020-01-09,Ireland tour of West Indies,bilateral_series,"Kensington Oval, Barbados",Bridgetown,Ireland,West Indies,1203674,https://www.espncricinfo.com/ci/engine/match/1203674.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""West Indies"" ""2020-01-09"" preview pitch conditions",https://cricketireland.ie/news/match-preview-ireland-v-west-indies-2nd-odi/,MATCH PREVIEW: Ireland v West Indies (2nd ODI),2020-01-08T17:15:03Z,2026-09-11T14:44:20Z,1,,,,,,,,,,,,11
1022363,2017-06-09,ICC Champions Trophy,champions_trophy,Sophia Gardens,Cardiff,New Zealand,Bangladesh,1022363,https://www.espncricinfo.com/ci/engine/match/1022363.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Bangladesh"" ""2017-06-09"" preview pitch conditions",https://www.icc-cricket.com/news/new-zealand-bangladesh-eye-elusive-win,"New Zealand, Bangladesh eye elusive win",2017-06-08T09:04:52Z,2026-09-12T08:57:17Z,1,,,,,,,,,,,,12
1133022,2018-03-16,ICC Cricket World Cup Qualifier (ICC Trophy),qualification_pathway,Harare Sports Club,Unknown,Zimbabwe,Ireland,1133022,https://www.espncricinfo.com/ci/engine/match/1133022.html,,,unverified_candidate,"site:espncricinfo.com ""Zimbabwe"" ""Ireland"" ""2018-03-16"" preview pitch conditions",https://www.icc-cricket.com/tournaments/cricketworldcup/news/ireland-look-to-inflict-first-defeat-on-zimbabwe,Ireland look to inflict first defeat on Zimbabwe,2018-03-15T06:25:49Z,2026-09-11T07:05:33Z,1,,,,,,,,,,,,13
1377752,2023-06-21,ICC Cricket World Cup Qualifier,qualification_pathway,"Queens Sports Club, Bulawayo",Bulawayo,Ireland,Scotland,1377752,https://www.espncricinfo.com/ci/engine/match/1377752.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""Scotland"" ""2023-06-21"" preview pitch conditions",https://www.business-standard.com/cricket/news/cwc-qualifier-day-4-preview-ireland-seek-recovery-oman-second-victory-123062000642_1.html,"CWC Qualifier Day 4 preview: Ireland seek recovery, Oman second victory",2023-06-20T15:22:50Z,2026-09-12T21:02:56Z,1,,,,,,,,,,,,14
1187028,2020-01-17,Australia tour of India,bilateral_series,Saurashtra Cricket Association Stadium,Rajkot,India,Australia,1187028,https://www.espncricinfo.com/ci/engine/match/1187028.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Australia"" ""2020-01-17"" preview pitch conditions",https://www.hindustantimes.com/cricket/rajkot-weather-today-rajkot-pitch-report-importance-of-toss/story-lk0J5xZXSupS2TzlTOnlPO.html,"India vs Australia: Rajkot weather today, pitch report, importance of toss",2020-01-17T04:15:09Z,2026-09-12T14:27:13Z,1,,,,,,,,,,,,15
1491729,2025-11-19,West Indies tour of New Zealand,bilateral_series,"McLean Park, Napier",Napier,West Indies,New Zealand,1491729,https://www.espncricinfo.com/ci/engine/match/1491729.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""New Zealand"" ""2025-11-19"" preview pitch conditions",https://cricketaddictor.com/cricket-news/nz-vs-wi-weather-report-pitch-report-of-mclean-park-napier-2nd-odi-west-indies-tour-of-new-zealand-2025-296615/,"NZ vs WI Weather Report, Pitch Report Of McLean Park, Napier- 2nd ODI, West Indies Tour of New Zealand 2025",2025-11-18T21:30:00Z,2026-09-12T00:04:35Z,1,,,,,,,,,,,,16
656463,2015-03-09,ICC Cricket World Cup,world_cup,Adelaide Oval,Unknown,Bangladesh,England,656463,https://www.espncricinfo.com/ci/engine/match/656463.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""England"" ""2015-03-09"" preview pitch conditions",https://www.icc-cricket.com/news/bangladesh-v-england-preview-match-33-adelaide,"Bangladesh v England Preview, Match 33, Adelaide",2015-03-08T13:27:28Z,2026-09-12T08:48:38Z,1,,,,,,,,,,,,17
1490231,2026-01-11,New Zealand tour of India,bilateral_series,"Kotambi Stadium, Vadodara",Vadodara,New Zealand,India,1490231,https://www.espncricinfo.com/ci/engine/match/1490231.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2026-01-11"" preview pitch conditions",https://www.business-standard.com/cricket/news/india-vs-new-zealand-1st-odi-vadodara-pitch-report-key-stadium-stats-126011000363_1.html,"India vs New Zealand 1st ODI: Vadodara pitch report, key stadium stats",2026-01-11T05:25:46Z,2026-09-11T23:53:16Z,1,,,,,,,,,,,,18
1340845,2022-12-04,India tour of Bangladesh,bilateral_series,"Shere Bangla National Stadium, Mirpur",Dhaka,India,Bangladesh,1340845,https://www.espncricinfo.com/ci/engine/match/1340845.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Bangladesh"" ""2022-12-04"" preview pitch conditions",https://www.crictracker.com/cricket-news/ban-v-ind-odi-series-2022-bangladesh-vs-india-weather-forecast-and-pitch-report-sher-e-bangla-national-cricket-stadium-dhaka/,BAN v IND ODI Series 2022: Bangladesh vs India Weather Forecast and Pitch Report of Sher-E-Bangla National Cricket Stadium (Dhaka),2022-12-03T08:06:00Z,2026-09-13T08:06:16Z,1,,,,,,,,,,,,19
1431089,2024-10-04,Ireland vs South Africa,other_odi,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,Ireland,1431089,https://www.espncricinfo.com/ci/engine/match/1431089.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Ireland"" ""2024-10-04"" preview pitch conditions",https://www.crictracker.com/cricket-previews/ireland-vs-south-africa-match-preview-2nd-odi-2409-4246/,"IRE vs SA Match Preview, 2nd ODI: Head to Head records, pitch report and more",2024-10-03T09:00:00Z,2026-09-11T07:38:10Z,1,,,,,,,,,,,,20
1030219,2016-10-16,New Zealand in India ODI Series,bilateral_series,Himachal Pradesh Cricket Association Stadium,Dharmasala,New Zealand,India,1030219,https://www.espncricinfo.com/ci/engine/match/1030219.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2016-10-16"" preview pitch conditions",https://www.hindustantimes.com/cricket/india-vs-nz-cool-dharamsala-could-offer-slight-advantage-to-medium-pacers/story-Jv52G9MTn6UMOuN7qVy6AI.html,India vs NZ: Cool Dharamsala could offer slight advantage to medium pacers,2016-10-15T12:34:38Z,2026-09-11T14:44:20Z,1,,,,,,,,,,,,21
1144515,2019-06-26,World Cup,world_cup,Edgbaston,Birmingham,New Zealand,Pakistan,1144515,https://www.espncricinfo.com/ci/engine/match/1144515.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2019-06-26"" preview pitch conditions",https://indianexpress.com/article/sports/cricket-world-cup/pakistan-vs-new-zealand-birmingham-weather-forecast-today-pitch-report-5799779/,"Pakistan vs New Zealand, Birmingham Weather Forecast Today and Pitch Report: Wet outfield delays toss",2019-06-26T03:59:06Z,2026-09-12T08:35:08Z,1,,,,,,,,,,,,22
1187022,2019-12-18,West Indies tour of India,bilateral_series,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,West Indies,1187022,https://www.espncricinfo.com/ci/engine/match/1187022.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""West Indies"" ""2019-12-18"" preview pitch conditions",https://indianexpress.com/article/sports/cricket/india-vs-west-indies-rolling-out-the-odi-red-carpet-6170744/,India vs West Indies: Rolling out the ODI red carpet at Vizag,2019-12-17T00:13:18Z,2026-09-12T14:27:13Z,1,,,,,,,,,,,,23
1022347,2017-06-01,ICC Champions Trophy,champions_trophy,Kennington Oval,London,Bangladesh,England,1022347,https://www.espncricinfo.com/ci/engine/match/1022347.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""England"" ""2017-06-01"" preview pitch conditions",https://www.icc-cricket.com/news/preview-thrill-seeking-england-faces-resurgent-bangladesh,Preview: Thrill-seeking England faces resurgent Bangladesh,2017-05-31T16:10:00Z,2026-09-12T08:57:17Z,1,,,,,,,,,,,,24
1442222,2025-02-12,Pakistan Tri-Nation Series,multi_team_series,"National Stadium, Karachi",Karachi,South Africa,Pakistan,1442222,https://www.espncricinfo.com/ci/engine/match/1442222.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Pakistan"" ""2025-02-12"" preview pitch conditions",https://www.mykhel.com/cricket/pakistan-vs-south-africa-3rd-odi-pak-vs-sa-pitch-weather-forecast-karachi-national-stadium-report-340299.html,Pakistan vs South Africa 3rd ODI: PAK vs SA Pitch and Weather Forecast - Karachi National Stadium Report,2025-02-11T04:46:49Z,2026-09-11T07:38:10Z,1,,,,,,,,,,,,25
1336055,2023-09-15,New Zealand tour of England,bilateral_series,"Lord's, London",London,England,New Zealand,1336055,https://www.espncricinfo.com/ci/engine/match/1336055.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""New Zealand"" ""2023-09-15"" preview pitch conditions",https://crickettimes.com/2023/09/eng-vs-nz-2023-4th-odi-lords-cricket-ground-pitch-report-london-weather-forecast-odi-stats-records/,"ENG vs NZ 2023, 4th ODI: Lord's Cricket Ground Pitch Report, London Weather Forecast, ODI Stats & Records",2023-09-14T16:42:00Z,2026-09-12T08:26:55Z,1,,,,,,,,,,,,26
1466417,2025-02-22,ICC Champions Trophy,champions_trophy,"Gaddafi Stadium, Lahore",Lahore,England,Australia,1466417,https://www.espncricinfo.com/ci/engine/match/1466417.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""Australia"" ""2025-02-22"" preview pitch conditions",https://www.indiatoday.in/sports/cricket/story/champions-trophy-cricket-australia-vs-england-aus-vs-eng-lahore-pitch-report-playing-xi-2683625-2025-02-21,"Australia vs England, all you need to know: Lahore pitch report, playing XI",2025-02-21T14:53:57Z,2026-09-12T07:51:50Z,1,,,,,,,,,,,,27
1001371,2016-12-04,Chappell-Hadlee Trophy,other_odi,Sydney Cricket Ground,Unknown,Australia,New Zealand,1001371,https://www.espncricinfo.com/ci/engine/match/1001371.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""New Zealand"" ""2016-12-04"" preview pitch conditions",https://www.cricket.com.au/news/3279017/pace-on-the-menu-as-rivalry-resumes,Pace on the menu as rivalry resumes,2016-12-03T18:38:47Z,2026-09-11T14:44:20Z,1,,,,,,,,,,,,28
1433381,2024-12-10,Bangladesh tour of West Indies,bilateral_series,"Warner Park, Basseterre, St Kitts",Basseterre,Bangladesh,West Indies,1433381,https://www.espncricinfo.com/ci/engine/match/1433381.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""West Indies"" ""2024-12-10"" preview pitch conditions",https://www.insidesport.in/cricket/bangladesh-vs-west-indies-warner-park-pitch-report-stats-ahead-of-ban-vs-wi-2nd-odi/,Bangladesh vs West Indies: Warner Park Pitch Report & Stats ahead of BAN vs WI 2nd ODI,2024-12-10T09:41:13Z,2026-09-12T07:56:44Z,1,,,,,,,,,,,,29
1388401,2023-09-06,Asia Cup,continental_cup,"Gaddafi Stadium, Lahore",Lahore,Bangladesh,Pakistan,1388401,https://www.espncricinfo.com/ci/engine/match/1388401.html,,,unverified_candidate,"site:espncricinfo.com ""Bangladesh"" ""Pakistan"" ""2023-09-06"" preview pitch conditions",https://www.mykhel.com/cricket/pakistan-vs-bangladesh-asia-cup-2023-super-4-lahore-gaddafi-stadium-pitch-report-weather-forecast-231561.html,"Pakistan vs Bangladesh, Asia Cup 2023 Super 4: Lahore Gaddafi Stadium Pitch Report & Weather Forecast",2023-09-05T15:45:36Z,2026-09-12T08:26:55Z,1,,,,,,,,,,,,30
1157758,2018-11-01,West Indies tour of India,bilateral_series,Greenfield International Stadium,Thiruvananthapuram,West Indies,India,1157758,https://www.espncricinfo.com/ci/engine/match/1157758.html,,,unverified_candidate,"site:espncricinfo.com ""West Indies"" ""India"" ""2018-11-01"" preview pitch conditions",https://timesofindia.indiatimes.com/sports/cricket/west-indies-in-india/india-vs-west-indies-pitch-for-fifth-odi-an-unknown-quantity/articleshow/66439221.cms,India vs West Indies: Pitch for fifth ODI an unknown quantity,2018-10-31,2026-09-12T14:27:13Z,1,,,,,,,,,,,,31
1384392,2023-10-05,ICC Cricket World Cup,world_cup,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,England,New Zealand,1384392,https://www.espncricinfo.com/ci/engine/match/1384392.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""New Zealand"" ""2023-10-05"" preview pitch conditions",https://www.mykhel.com/cricket/narendra-modi-stadium-ahmedabad-pitch-report-weather-forecast-eng-vs-nz-icc-odi-world-cup-237157.html,"Narendra Modi Stadium, Ahmedabad Pitch Report & Weather Forecast for ENG vs NZ, 1st ICC ODI World Cup 2023 Match",2023-10-04T05:11:00Z,2026-09-12T08:26:55Z,1,,,,,,,,,,,,32
1119497,2017-09-21,Australia tour of India,bilateral_series,Eden Gardens,Kolkata,India,Australia,1119497,https://www.espncricinfo.com/ci/engine/match/1119497.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Australia"" ""2017-09-21"" preview pitch conditions",https://www.icc-cricket.com/news/australia-looks-to-bounce-back-in-smiths-100th-odi,Australia looks to bounce back in Smith’s 100th ODI,2017-09-20T11:25:47Z,2026-09-12T14:27:13Z,1,,,,,,,,,,,,33
749787,2015-01-20,Sri Lanka in New Zealand ODI Series,bilateral_series,Saxton Oval,Nelson,Sri Lanka,New Zealand,749787,https://www.espncricinfo.com/ci/engine/match/749787.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2015-01-20"" preview pitch conditions",https://www.odt.co.nz/sport/cricket/cricket-williamson-may-return-today,Cricket: Williamson may return today,2015-01-19,2026-09-12T14:37:47Z,1,,,,,,,,,,,,34
1364125,2023-05-12,ICC Men's Cricket World Cup Super League,qualification_pathway,"County Ground, Chelmsford",Chelmsford,Ireland,Bangladesh,1364125,https://www.espncricinfo.com/ci/engine/match/1364125.html,,,unverified_candidate,"site:espncricinfo.com ""Ireland"" ""Bangladesh"" ""2023-05-12"" preview pitch conditions",https://www.thedailystar.net/sports/cricket/news/pacers-enjoying-conditions-rain-threat-looms-3317701,"Pacers enjoying conditions, but rain threat looms",2023-05-12T02:45:00Z,2026-09-12T21:17:34Z,1,,,,,,,,,,,,35
1187683,2020-02-08,India tour of New Zealand,bilateral_series,Eden Park,Auckland,New Zealand,India,1187683,https://www.espncricinfo.com/ci/engine/match/1187683.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2020-02-08"" preview pitch conditions",https://www.hindustantimes.com/cricket/india-vs-new-zealand-2nd-odi-auckland-weather-and-pitch-report-chances-of-rain-in-the-afternoon-at-eden-park-ind-vs-nz-2nd-odi/story-q4YCarQ32Yiym03hfdVmAK.html,India vs New Zealand 2nd ODI: Auckland weather and pitch report - Chances of rain in the afternoon at Eden Park,2020-02-08T00:30:08Z,2026-09-11T07:05:33Z,1,,,,,,,,,,,,36
1443547,2025-01-08,Sri Lanka tour of New Zealand,bilateral_series,"Seddon Park, Hamilton",Hamilton,New Zealand,Sri Lanka,1443547,https://www.espncricinfo.com/ci/engine/match/1443547.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""Sri Lanka"" ""2025-01-08"" preview pitch conditions",https://crickettimes.com/2025/01/nz-vs-sl-hamilton-weather-forecast-for-the-2nd-odi-pitch-report-seddon-park-odi-stats-and-records-new-zealand-vs-sri-lanka-2024-25/,"NZ vs SL: Hamilton weather forecast for the 2nd ODI, Pitch Report, Seddon Park ODI Stats and Records | New Zealand vs Sri Lanka 2024-25",2025-01-07T14:01:00Z,2026-09-12T07:56:44Z,1,,,,,,,,,,,,37
656493,2015-03-26,ICC Cricket World Cup,world_cup,Sydney Cricket Ground,Unknown,Australia,India,656493,https://www.espncricinfo.com/ci/engine/match/656493.html,,,unverified_candidate,"site:espncricinfo.com ""Australia"" ""India"" ""2015-03-26"" preview pitch conditions",https://www.hindustantimes.com/worldcup2015/ind-vs-aus-sf-spin-friendly-sydney-has-aussie-pacers-wishing-for-green-top/story-6Cu7f2NGv2X1Pdh46OwYhN.html,Ind vs Aus SF: Spin-friendly Sydney has Aussie pacers wishing for green top,2015-03-23T02:26:24Z,2026-09-12T08:48:38Z,1,,,,,,,,,,,,38
1490233,2026-01-18,New Zealand tour of India,bilateral_series,"Holkar Cricket Stadium, Indore",Indore,New Zealand,India,1490233,https://www.espncricinfo.com/ci/engine/match/1490233.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2026-01-18"" preview pitch conditions",https://www.business-standard.com/amp/cricket/news/india-vs-new-zealand-3rd-odi-indore-pitch-report-key-stadium-stats-126011700947_1.html,"India vs New Zealand 3rd ODI: Indore pitch report, key stadium stats",2026-01-18T03:49:11Z,2026-09-11T23:53:16Z,1,,,,,,,,,,,,39
1276908,2022-07-14,India tour of England,bilateral_series,"Lord's, London",London,England,India,1276908,https://www.espncricinfo.com/ci/engine/match/1276908.html,,,unverified_candidate,"site:espncricinfo.com ""England"" ""India"" ""2022-07-14"" preview pitch conditions",https://www.business-standard.com/article/sports/eng-vs-ind-2nd-odi-pitch-report-and-weather-update-of-lord-s-london-122071301195_1.html,"ENG vs IND 2nd ODI: Pitch Report and Weather Update of Lord's, London",2022-07-13T13:28:00Z,2026-09-11T14:44:20Z,1,,,,,,,,,,,,40
1431088,2024-10-02,Ireland vs South Africa,other_odi,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,Ireland,1431088,https://www.espncricinfo.com/ci/engine/match/1431088.html,,,unverified_candidate,"site:espncricinfo.com ""South Africa"" ""Ireland"" ""2024-10-02"" preview pitch conditions",https://www.crictracker.com/cricket-previews/ireland-vs-south-africa-match-preview-1st-odi/,"IRE vs SA Match Preview, 1st ODI: Head to Head records, pitch report and more",2024-10-01T06:28:00Z,2026-09-11T14:26:56Z,1,,,,,,,,,,,,41
1144526,2019-07-06,World Cup,world_cup,Headingley,Leeds,Sri Lanka,India,1144526,https://www.espncricinfo.com/ci/engine/match/1144526.html,,,unverified_candidate,"site:espncricinfo.com ""Sri Lanka"" ""India"" ""2019-07-06"" preview pitch conditions",https://indianexpress.com/article/sports/cricket-world-cup/india-vs-sri-lanka-leeds-weather-forecast-today-and-pitch-report-overcast-leeds-5817778/,"India vs Sri Lanka, Leeds Weather Forecast Today and Pitch Report: Overcast Leeds await the Men in Blue",2019-07-06T05:48:53Z,2026-09-12T08:35:08Z,1,,,,,,,,,,,,42
1168245,2019-03-10,Australia tour of India,bilateral_series,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Australia,1168245,https://www.espncricinfo.com/ci/engine/match/1168245.html,,,unverified_candidate,"site:espncricinfo.com ""India"" ""Australia"" ""2019-03-10"" preview pitch conditions",https://indianexpress.com/article/sports/cricket/india-vs-australia-4th-odi-preview-mohali-pitch-report-5618214/,India vs Australia 4th ODI Preview: India aim to bounce back after reality check in Ranchi,2019-03-09T14:30:31Z,2026-09-12T14:27:13Z,1,,,,,,,,,,,,43
1022375,2017-06-18,ICC Champions Trophy,champions_trophy,Kennington Oval,London,Pakistan,India,1022375,https://www.espncricinfo.com/ci/engine/match/1022375.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""India"" ""2017-06-18"" preview pitch conditions",https://www.icc-cricket.com/news/rejuvenated-pakistan-must-hold-nerve-for-big-india-rematch,Rejuvenated Pakistan must hold nerve for big India rematch,2017-06-17T15:30:00Z,2026-09-12T08:57:17Z,1,,,,,,,,,,,,44
1442223,2025-02-14,Pakistan Tri-Nation Series,multi_team_series,"National Stadium, Karachi",Karachi,Pakistan,New Zealand,1442223,https://www.espncricinfo.com/ci/engine/match/1442223.html,,,unverified_candidate,"site:espncricinfo.com ""Pakistan"" ""New Zealand"" ""2025-02-14"" preview pitch conditions",https://www.mykhel.com/cricket/nz-vs-pak-playing-11-odi-tri-series-final-new-zealand-vs-pakistan-probable-playing-xi-preview-weather-and-pitch-report-340972.html,"NZ vs PAK Playing 11, ODI Tri-Series Final: New Zealand vs Pakistan Probable XI, Preview, Weather & Pitch Report",2025-02-14T05:29:57Z,2026-09-11T07:38:10Z,1,,,,,,,,,,,,45
1348647,2023-01-21,New Zealand tour of India,bilateral_series,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,New Zealand,India,1348647,https://www.espncricinfo.com/ci/engine/match/1348647.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2023-01-21"" preview pitch conditions",https://www.mykhel.com/cricket/india-vs-new-zealand-2nd-odi-raipur-svns-international-stadium-pitch-report-and-weather-forecast-206770.html,India Vs New Zealand 2nd ODI: Raipur SVNS International Stadium Pitch Report and Weather Forecast,2023-01-19T14:41:13Z,2026-09-13T08:06:16Z,1,,,,,,,,,,,,46
1466428,2025-03-09,ICC Champions Trophy,champions_trophy,Dubai International Cricket Stadium,Dubai,New Zealand,India,1466428,https://www.espncricinfo.com/ci/engine/match/1466428.html,,,unverified_candidate,"site:espncricinfo.com ""New Zealand"" ""India"" ""2025-03-09"" preview pitch conditions",https://www.mykhel.com/cricket/india-vs-new-zealand-toss-playing-11-update-for-champions-trophy-2025-final-rohit-sharma-loses-tos-346037.html,"India vs New Zealand Toss, Playing 11 Update for Champions Trophy 2025 Final: Rohit Sharma loses toss again, NZ opt to bat first",2025-03-09T08:42:18Z,2026-09-11T14:26:56Z,1,,,,,,,,,,,,47
